Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2019-05-25,QTR,482,DOH,IKA,,D19,,,false,,2019-05-25T08:00,2019-05-25T08:08,,,,,2019-05-25T11:35,,Boeing 787-8,,,,,,,,f130b85e-b5d8-48dd-9637-611ecb9c4758,bbe2cc40-79ca-446a-8105-cbb932b064f0,570ae63e-c342-4fdb-b344-554184c13f1b,5da5c5e0-0ff0-42ff-b2cf-56e39777c060,,4f948d40-962a-4fdf-b1d9-424282d24f76
2019-07-24,CES,9398,CSX,PVG,2,28,1,,false,,2019-07-24T19:15,2019-07-24T19:04,,,,,2019-07-24T21:20,2019-07-24T21:12,Boeing 737-800,,,,,,,,c2083efb-c815-4494-8cb3-9164f3d41661,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,86baea5b-ada7-4048-b0f9-e647cf3e2e15,94ecd389-4c82-477f-8502-261c27f5b6fa,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2019-07-25,IRM,76,PVG,IKA,2,D85,T1,,false,,2019-07-25T23:00,2019-07-25T22:52,,,,,2019-07-26T05:00,,Airbus A340-600,,,,,,,,265364b2-8b91-4278-80ae-1fa84cae8168,aa2b852b-2264-4c8b-9d84-d35115f1dd17,94ecd389-4c82-477f-8502-261c27f5b6fa,5da5c5e0-0ff0-42ff-b2cf-56e39777c060,,978fc80b-9060-4cb4-9249-9e9bbf003557
2019-08-07,IRM,77,IKA,PVG,T1,22,2,,false,,2019-08-07T22:00,,,,,,2019-08-08T10:00,2019-08-08T09:51,Airbus A340-600,,,,,,,,60fe6765-439d-4b9f-b3e2-52555b91cfec,aa2b852b-2264-4c8b-9d84-d35115f1dd17,5da5c5e0-0ff0-42ff-b2cf-56e39777c060,94ecd389-4c82-477f-8502-261c27f5b6fa,,978fc80b-9060-4cb4-9249-9e9bbf003557
2019-08-09,CES,523,PVG,NRT,1,209,2,73,false,,2019-08-09T09:05,2019-08-09T08:50,,,,,2019-08-09T12:50,,Airbus A330-300,,,,,,,,1e4608d6-e78f-4b19-8a6b-e8f4fd4b9beb,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,94ecd389-4c82-477f-8502-261c27f5b6fa,42cbe764-fc30-49b0-9e72-eca5f6c21767,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2019-08-18,CES,528,OKJ,PVG,MAIN,5,1,,false,,2019-08-18T09:10,,,,,,2019-08-18T10:30,2019-08-18T10:14,Airbus A319,,,,,,,,4bbd0be1-f19d-47b6-a8cd-a647a00319c6,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,1ab5f11c-2322-47ff-8ee1-5f2055e9fcfa,94ecd389-4c82-477f-8502-261c27f5b6fa,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2019-08-26,CHH,7923,CSX,LAX,2,43,TBIT,,false,,2019-08-26T22:15,2019-08-26T22:15,,,,,2019-08-26T20:00,,Boeing 787-9,,,,,,,,a7df9e8f-87de-4b2e-959a-398f7f0fdfe3,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,86baea5b-ada7-4048-b0f9-e647cf3e2e15,25b8d712-9888-423f-868d-b25f1d184aaf,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2019-08-26,ASA,1114,LAX,IAD,,,Main,,false,,2019-08-26T23:25,2019-08-26T23:21,,,,,2019-08-27T07:30,2019-08-27T07:12,Airbus A320,,,,,,,,8fffdb4a-8e71-470e-8aad-6ce203332fdd,45411282-5411-46ac-89ce-720ab9efe700,25b8d712-9888-423f-868d-b25f1d184aaf,519696f5-bda6-457c-ae4c-dd1cb07e20de,,dd390a1f-e92a-4411-ab72-04db16d42030
2019-11-12,CCA,818,IAD,PEK,Main,A25,3,,false,,2019-11-12T15:10,,,,,,2019-11-13T18:25,2019-11-13T18:35,Boeing 777-300 ER,,,,,,,,13d240e6-a99e-4e81-a7af-bfd2b105690f,6d518838-0f6b-4a46-ae2a-efa5b86cdfc2,519696f5-bda6-457c-ae4c-dd1cb07e20de,fa495023-95f7-46c7-abf5-69a5f2120d69,,78eac566-1ad0-4ded-9979-9510dfde05f2
2019-11-14,CCA,123,PEK,ICN,3,E32,1,39,false,,2019-11-14T08:45,2019-11-14T08:40,,,,,2019-11-14T11:50,,Airbus A330-300,,,,,,,,f133f7af-5bd9-4d46-b045-b8433e6ac29a,6d518838-0f6b-4a46-ae2a-efa5b86cdfc2,fa495023-95f7-46c7-abf5-69a5f2120d69,ca56969b-d5b4-4d55-95ad-f7abb4fdede9,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2019-11-18,CCA,138,GMP,PEK,I,36,3,,false,,2019-11-18T09:30,,,,,,2019-11-18T10:50,2019-11-18T11:03,Boeing 737-800,,,,,,,,ac12c273-17e6-4cfe-ad5c-d73acc87b417,6d518838-0f6b-4a46-ae2a-efa5b86cdfc2,281f4a28-05cf-44bc-8554-cfc68be59ece,fa495023-95f7-46c7-abf5-69a5f2120d69,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2019-11-18,CCA,817,PEK,IAD,3,E28,Main,A25,false,,2019-11-18T12:45,2019-11-18T12:42,,,,,2019-11-18T13:10,,Boeing 777-300 ER,,,,,,,,21145fcf-aa2b-4696-9f5f-95631d7e3d51,6d518838-0f6b-4a46-ae2a-efa5b86cdfc2,fa495023-95f7-46c7-abf5-69a5f2120d69,519696f5-bda6-457c-ae4c-dd1cb07e20de,,78eac566-1ad0-4ded-9979-9510dfde05f2
2019-12-17,UAL,932,IAD,FRA,Main,C3,1,,false,,2019-12-17T22:05,2019-12-17T22:06,,,,,2019-12-18T11:50,2019-12-18T11:35,Boeing 777-200 ER,,,,,,,,ff432581-b01e-4712-ae27-129f8cfb3c9b,b57b4c86-4724-48f1-80be-d7de4036004a,519696f5-bda6-457c-ae4c-dd1cb07e20de,9e8dd658-32ff-4277-acb3-8c2b5dc39431,,a0f171e1-86df-426a-8922-e460c0660ae6
2019-12-18,DLH,652,FRA,JED,1,B62,N,,false,,2019-12-18T14:15,2019-12-18T14:29,,,,,2019-12-18T21:40,2019-12-18T22:10,Airbus A330-300,,,,,,,,25712a8f-0856-4f9f-b2f8-37558b33cffe,f5251aea-6a53-45b9-b762-9f6580de440e,9e8dd658-32ff-4277-acb3-8c2b5dc39431,93e8e4b0-4d2f-4b18-a38a-33a252487c0f,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2019-12-20,SVA,1460,JED,MED,S,,,,false,,2019-12-20T09:25,2019-12-20T09:39,,,,,2019-12-20T10:20,2019-12-20T10:36,Airbus A321,,,,,,,,548ce2d8-951c-4617-a5cb-5f44712e8fc3,31e2f7ba-bef9-4c31-a42d-86b8d926bba7,93e8e4b0-4d2f-4b18-a38a-33a252487c0f,67619f2a-ff57-4a5d-9dd8-e77cf3c7081b,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2019-12-25,KNE,36,JED,RUH,S,,5,,false,,2019-12-25T14:00,,,,,,2019-12-25T15:35,,Airbus A320,,,,,,,,549a3c6a-6258-40b9-a1d4-abd853e5b343,5d22e5a9-495a-4d62-b004-e3ca5ce476fe,93e8e4b0-4d2f-4b18-a38a-33a252487c0f,56e3ef69-c3d7-40f5-9d89-15012cc9f138,,dd390a1f-e92a-4411-ab72-04db16d42030
2019-12-27,GFA,168,RUH,BAH,1,13L,,12,false,,2019-12-27T18:00,,,,,,2019-12-27T19:15,2019-12-27T19:08,Boeing 787-9,,,,,,,,8477bce2-9090-4ed8-be0f-f827f2bbbfc8,85000856-e375-4889-81a4-85f613d5f283,56e3ef69-c3d7-40f5-9d89-15012cc9f138,45c1078d-3575-4024-89cb-d2d5de770123,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2019-12-28,GFA,79,BAH,CAI,,14,2,,false,,2019-12-28T17:15,2019-12-28T18:06,,,,,2019-12-28T20:00,,Boeing 787-9,,,,,,,,2556915d-88bb-4399-bd66-5b1a9e7ec5a8,85000856-e375-4889-81a4-85f613d5f283,45c1078d-3575-4024-89cb-d2d5de770123,65d3cb19-9a8f-4ec1-b7dc-9486b9e7542b,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2019-12-31,NIA,71,CAI,LXR,1,,,,false,,2019-12-31T07:30,,,,,,2019-12-31T08:40,,Airbus A321,,,,,,,,67b32262-e1ba-4061-a0d1-979601da1ec0,8b0280e0-585f-42ab-afd7-b89a1df8db50,65d3cb19-9a8f-4ec1-b7dc-9486b9e7542b,b9ab3838-f644-42ea-8ca2-35e7101b9e93,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2020-01-02,NIA,76,LXR,CAI,,,3,,false,,2020-01-02T09:40,,,,,,2020-01-02T10:50,,Airbus A320,,,,,,,,5bdfe1b2-758a-45b5-a2a6-fe21aa974647,8b0280e0-585f-42ab-afd7-b89a1df8db50,b9ab3838-f644-42ea-8ca2-35e7101b9e93,65d3cb19-9a8f-4ec1-b7dc-9486b9e7542b,,dd390a1f-e92a-4411-ab72-04db16d42030
2020-01-02,RAM,271,CAI,CMN,2,,2,,false,,2020-01-02T16:55,2020-01-02T17:30,,,,,2020-01-02T21:35,2020-01-02T21:50,Boeing 737-800,,,,,,,,cfc33d8b-42da-456f-a30d-86fb432d9337,1e34b2eb-d67d-49a8-8e48-15032b514436,65d3cb19-9a8f-4ec1-b7dc-9486b9e7542b,acad3df4-c3e8-4fef-af42-777de885eec9,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2020-01-08,RAM,218,CMN,IAD,1,,Main,,false,,2020-01-08T16:35,2020-01-08T16:37,,,,,2020-01-08T19:25,2020-01-08T19:37,Boeing 787-9,,,,,,,,46c94c18-0685-4afa-876c-9ee0a3ab0d05,1e34b2eb-d67d-49a8-8e48-15032b514436,acad3df4-c3e8-4fef-af42-777de885eec9,519696f5-bda6-457c-ae4c-dd1cb07e20de,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2020-06-07,ETH,501,IAD,ADD,Main,B44,2,,false,,2020-06-07T11:00,2020-06-07T11:05,,,,,2020-06-08T07:15,2020-06-08T07:29,Boeing 787-8,,,,,,,,c98336e7-6383-40c9-ac2b-37f7386478a6,b510dd1e-6789-47c5-9b06-50e46c82b74a,519696f5-bda6-457c-ae4c-dd1cb07e20de,4db79b60-8ce9-4cbc-b1c3-cd3a68675c0c,,4f948d40-962a-4fdf-b1d9-424282d24f76
2020-06-08,ETH,684,ADD,PVG,T2,A11,2,,false,,2020-06-08T23:00,2020-06-09T02:27,,,,,2020-06-09T15:40,2020-06-09T18:30,Airbus A350-900,,,,,,,,85e291fc-3544-4f2c-8468-f6473bd98a25,b510dd1e-6789-47c5-9b06-50e46c82b74a,4db79b60-8ce9-4cbc-b1c3-cd3a68675c0c,94ecd389-4c82-477f-8502-261c27f5b6fa,,0f7e0145-14a5-4c47-aa84-f03b1ff28cd0
2020-06-29,CQH,8954,KMG,SHA,,,1,,false,,2020-06-29T12:45,2020-06-29T12:39,,,,,2020-06-29T16:00,2020-06-29T15:54,Airbus A320,,,,,,,,1942f0aa-487d-466f-9860-edca4af630ad,49b973a9-69a0-44cb-a4dd-664f38ea8546,e90b5211-2818-465b-a4f2-f6f7fb8da6b1,5382e2ef-9ea4-4c98-9586-ab44a30cdb43,,dd390a1f-e92a-4411-ab72-04db16d42030
2020-07-03,CHH,7636,CSX,PEK,2,52,2,,false,,2020-07-03T10:45,2020-07-03T10:45,,,,,2020-07-03T13:20,2020-07-03T12:58,Boeing 737-800,,,,,,,,601e6d8e-f33f-46fa-87fd-19b284ac8c9f,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,86baea5b-ada7-4048-b0f9-e647cf3e2e15,fa495023-95f7-46c7-abf5-69a5f2120d69,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2020-07-29,IRM,87,IKA,SZX,,,T3,,false,,2020-07-29T21:15,,,,,,2020-07-30T09:30,2020-07-30T20:39,Airbus A340-600,,,,,,,,fb947fb8-7a7f-4162-98ae-9db681573f41,aa2b852b-2264-4c8b-9d84-d35115f1dd17,5da5c5e0-0ff0-42ff-b2cf-56e39777c060,fe67fc1f-8483-4796-891a-81a54515c216,,978fc80b-9060-4cb4-9249-9e9bbf003557
2020-07-31,CSN,8849,PKX,CTU,,B31,2,,false,,2020-07-31T12:05,,,,,,2020-07-31T15:20,,Airbus A321,,,,,,,,9c651c6e-a69a-44e1-aff3-c32bbc7415f3,255d4d33-d2aa-4a84-bc7d-0613c507151f,76da187a-7889-4514-8d64-0e569b6cb0d1,b0c5320c-15c1-4f40-b789-0cfe491aeb91,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2020-08-02,CSN,8850,CTU,PKX,2,33,,,false,,2020-08-02T17:35,,,,,,2020-08-02T20:25,,Airbus A330-300,,,,,,,,fa1f26e2-2bed-4738-85f3-68613b6a8198,255d4d33-d2aa-4a84-bc7d-0613c507151f,b0c5320c-15c1-4f40-b789-0cfe491aeb91,76da187a-7889-4514-8d64-0e569b6cb0d1,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2020-09-08,CSN,3148,PKX,CSX,,,2,,false,,2020-09-08T07:55,,,,,,2020-09-08T10:50,,Airbus A320,,,,,,,,4d656a0b-0fe5-4976-a41d-1fae52082eff,255d4d33-d2aa-4a84-bc7d-0613c507151f,76da187a-7889-4514-8d64-0e569b6cb0d1,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,dd390a1f-e92a-4411-ab72-04db16d42030
2020-09-13,CES,5148,HGH,PKX,,,,,false,,2020-09-13T16:00,,,,,,2020-09-13T18:20,,Airbus A321,,,,,,,,ef79c6f3-1336-4e69-b34b-77d4a6150070,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,566c0e8a-ab33-4398-a1ff-88863bd3c651,76da187a-7889-4514-8d64-0e569b6cb0d1,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2020-10-24,CES,5118,PEK,SHA,2,,2,,false,,2020-10-24T16:00,,,,,,2020-10-24T18:15,,Airbus A330-300,,,,,,,,074fff1d-4fde-4cd8-9499-afdd93f88fde,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,fa495023-95f7-46c7-abf5-69a5f2120d69,5382e2ef-9ea4-4c98-9586-ab44a30cdb43,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2020-10-27,CES,5115,SHA,PEK,2,,2,,false,,2020-10-27T15:00,,,,,,2020-10-27T17:15,2020-10-27T16:58,Airbus A330-300,,,,,,,,56391929-6fe7-41cd-8532-6ff303b54167,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,5382e2ef-9ea4-4c98-9586-ab44a30cdb43,fa495023-95f7-46c7-abf5-69a5f2120d69,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2020-11-05,CHH,7135,PEK,CSX,2,20,2,,false,,2020-11-05T18:00,2020-11-05T18:00,,,,,2020-11-05T20:30,2020-11-05T20:22,Airbus A330-300,,,,,,,,fa005d08-566b-4668-9dee-fb294574011c,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,fa495023-95f7-46c7-abf5-69a5f2120d69,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2020-11-21,CHH,7318,CSX,HAK,2,27,,,false,,2020-11-21T11:30,2020-11-21T11:30,,,,,2020-11-21T13:35,2020-11-21T13:25,Boeing 737-800,,,,,,,,dbbb298c-c40d-4c2f-9a0f-8b5ed8515192,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,86baea5b-ada7-4048-b0f9-e647cf3e2e15,82f5f4eb-7462-4690-abbd-773293d26368,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2020-11-28,CBJ,5765,SYX,CSX,,114,2,,false,,2020-11-28T09:05,,,,,,2020-11-28T11:30,,Airbus A321,,,,,,,,7ec6998f-959c-41d8-813a-7c05cc847028,2ed2a000-e93f-455e-bd8c-1900af0f8ea2,6499c350-ced5-46c3-882f-d8d08c4770fe,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2020-12-08,CXA,8250,CSX,JJN,2,31,,,false,,2020-12-08T22:30,2020-12-08T22:19,,,,,2020-12-08T23:55,,Boeing 737-800,,,,,,,,d6646f1f-c632-4ed8-8869-9555d6befcad,d0ee441b-1a09-4d7c-b736-c4c8b7155b60,86baea5b-ada7-4048-b0f9-e647cf3e2e15,0f35140b-7daf-4ca6-9b3d-66977e6d92a7,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2020-12-15,CHH,7420,XMN,CSX,4,65,2,,false,,2020-12-15T17:10,,,,,,,,Boeing 737-800,,,,,,,,448eb150-2527-4283-b877-1fb6f190e12f,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,4b0054f0-7183-4b80-bfa1-1f79ad79ffe5,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2020-12-16,CHH,7297,CSX,TNA,2,25,,,false,,2020-12-16T12:55,,,,,,,2020-12-16T14:38,Boeing 737-800,,,,,,,,c90f098b-812d-4065-bbbb-0d33d09ca316,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,86baea5b-ada7-4048-b0f9-e647cf3e2e15,c6ba7c6a-b2f8-4c41-a95c-38b9f6ad2ff4,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2020-12-16,CHH,7297,TNA,CGQ,,9,T2,,false,,2020-12-16T15:45,2020-12-16T15:38,,,,,2020-12-16T17:40,2020-12-16T17:42,Boeing 737-800,,,,,,,,d8a6f314-cc06-4ed3-8ad5-d692aec57f11,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,c6ba7c6a-b2f8-4c41-a95c-38b9f6ad2ff4,710ae0dd-4b2e-4aac-88eb-317c80497cda,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2020-12-17,CDC,8919,CGQ,NBS,T2,,T1,,false,,2020-12-17T11:25,2020-12-17T15:05,,,,,2020-12-17T12:20,2020-12-17T16:04,Airbus A320,,,,,,,,92244196-3dd6-434f-a619-436d8d8c1702,e603f567-fb62-466c-9e3d-900ecad765ab,710ae0dd-4b2e-4aac-88eb-317c80497cda,dbbe4183-cfff-4043-996b-eb2c5ccf0ca6,,dd390a1f-e92a-4411-ab72-04db16d42030
2020-12-21,OTC,7230,NBS,YNT,,,,,false,,2020-12-21T15:50,2020-12-21T15:34,,,,,2020-12-21T17:40,2020-12-21T17:21,Airbus A319,,,,,,,,8902886b-49c3-4421-beff-a7e213c80857,9b89dbc6-ff13-4e38-9a97-5e2908e56d1d,dbbe4183-cfff-4043-996b-eb2c5ccf0ca6,91f3700a-4e90-4bc7-a917-4abafeabe839,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2020-12-21,OTC,7230,YNT,WUX,,,T2,,false,,2020-12-21T18:35,2020-12-21T18:37,,,,,2020-12-21T20:15,2020-12-21T20:22,Airbus A319,,,,,,,,b63ae7d4-47ab-4318-9182-7c755ff8c32e,9b89dbc6-ff13-4e38-9a97-5e2908e56d1d,91f3700a-4e90-4bc7-a917-4abafeabe839,3d72f14c-ed34-4a8c-ab7c-bc58a223f682,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2020-12-22,CHB,6394,HFE,LXA,,,,,false,,2020-12-22T14:25,,,,,,,,Airbus A319,,,,,,,,e0787a5e-6a97-45ab-9803-70cb57e106c0,d475b861-a0a6-431d-87e9-5ebcb670f65a,70ba7eb0-7231-45d8-b67f-05baea3769cf,e6824d1a-152b-4d90-8bdb-3dd9c9cc043d,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2020-12-25,CHB,6272,LXA,CKG,,,2,,false,,2020-12-25T17:40,,,,,,,,Airbus A319,,,,,,,,8f31fe09-72a1-4ccf-b40f-caf8175243e0,d475b861-a0a6-431d-87e9-5ebcb670f65a,e6824d1a-152b-4d90-8bdb-3dd9c9cc043d,e1bae218-a685-4595-9d35-a07859dcfbc0,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2020-12-27,CHB,6209,CKG,CSX,2,C23,2,,false,,2020-12-27T15:55,2020-12-27T16:08:42,,,,,,,Airbus A320,,,,,,,,b1569a17-85df-4e67-b165-77270f043b0b,d475b861-a0a6-431d-87e9-5ebcb670f65a,e1bae218-a685-4595-9d35-a07859dcfbc0,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,dd390a1f-e92a-4411-ab72-04db16d42030
2020-12-29,CBJ,5121,CSX,HRB,2,26,,,false,,2020-12-29T13:20,,,,,,,,Airbus A321,,,,,,,,bf24844f-9d40-4373-8bf4-55be5b243c05,2ed2a000-e93f-455e-bd8c-1900af0f8ea2,86baea5b-ada7-4048-b0f9-e647cf3e2e15,8c0c78b8-9cf6-4bbf-8da3-7be236952dc2,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2021-01-02,CCA,1690,FYJ,HRB,,,T2,,false,,2021-01-02T12:35,2021-01-02T12:15,,,,,2021-01-02T14:10,2021-01-02T13:39,Boeing 737-800,,,,,,,,ebe3cfb2-e8c4-40f3-bd3b-3272cbb49980,6d518838-0f6b-4a46-ae2a-efa5b86cdfc2,42be5d35-4694-4262-ab8d-595dc1e74a59,8c0c78b8-9cf6-4bbf-8da3-7be236952dc2,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-01-05,CHH,7786,HRB,HET,T2,41,,,false,,2021-01-05T14:40,2021-01-05T15:02,,,,,2021-01-05T17:20,2021-01-05T17:50,Boeing 737-800,,,,,,,,ade2aeac-b686-40e5-86e5-f51575404581,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,8c0c78b8-9cf6-4bbf-8da3-7be236952dc2,a2845ce7-eddb-4203-a93a-b223321d060e,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-01-07,CXA,8874,HET,HGH,,12,,,false,,2021-01-07T12:35,2021-01-07T13:15,,,,,,2021-01-07T15:40,Boeing 737-800,,,,,,,,2fea303d-534c-45ee-b23b-0c56702f0be5,d0ee441b-1a09-4d7c-b736-c4c8b7155b60,a2845ce7-eddb-4203-a93a-b223321d060e,566c0e8a-ab33-4398-a1ff-88863bd3c651,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-01-10,CHH,7286,WNZ,SZX,,215,,,false,,2021-01-10T13:40,2021-01-10T15:10,,,,,,,Boeing 737-800,,,,,,,,c4f1141e-395b-49f3-a0a8-5477ba9b0ba6,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,c92a138d-6800-4802-aff6-d6a101bb3bb5,fe67fc1f-8483-4796-891a-81a54515c216,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-01-12,LKE,9716,SWA,NNG,,,,,false,,2021-01-12T11:55,,,,,,,,Boeing 737-800,,,,,,,,b22ef4ca-f9b1-4aa6-afcc-0837f30a4d94,97c034ad-56b3-4ea6-a26e-d451aafcff93,fca7c648-7483-4c26-9279-da6b458d70a3,72d8296d-f5f4-4152-8158-45fabcf0aaf0,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-01-18,CHH,7676,NNG,CSX,T2,,2,,false,,2021-01-18T10:10,2021-01-18T10:01,,,,,2021-01-18T11:55,2021-01-18T11:39,Boeing 737-800,,,,,,,,07b22c73-804c-4e25-8c23-398e8379c041,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,72d8296d-f5f4-4152-8158-45fabcf0aaf0,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-02-02,CXA,8138,CSX,JJN,2,,,,false,,2021-02-02T16:30,,,,,,,,Boeing 737-800,,,,,,,,93d2361a-4ac3-4403-9410-a071f184e1d7,d0ee441b-1a09-4d7c-b736-c4c8b7155b60,86baea5b-ada7-4048-b0f9-e647cf3e2e15,0f35140b-7daf-4ca6-9b3d-66977e6d92a7,,4f7a0cdc-f82f-4544-9e7b-f49a80b8463a
2021-02-21,CDC,8821,HGH,CSX,,B91,1,,false,,2021-02-21T23:00,2021-02-21T22:47:32,,,,,,,Airbus A320neo,,,,,,,,84e4403a-ebb3-4e45-9979-6e682fbf8709,e603f567-fb62-466c-9e3d-900ecad765ab,566c0e8a-ab33-4398-a1ff-88863bd3c651,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,fc3bd268-833c-40f4-a74c-9512dabcbe08
2021-02-27,CHH,7329,CSX,TYN,2,32,,,false,,2021-02-27T13:40,2021-02-27T13:40,,,,,,,Boeing 737-800,,,,,,,,a8eb0c4e-c56b-4e70-b431-7ce8391ac1bd,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,86baea5b-ada7-4048-b0f9-e647cf3e2e15,966a163f-6e10-411a-9afc-deea6a020e50,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-02-27,CHH,7329,TYN,SHE,T1,,T3,,false,,2021-02-27T17:10,2021-02-27T17:06,,,,,2021-02-27T19:10,2021-02-27T19:10,Boeing 737-800,,,,,,,,08162772-374f-47ed-9d94-afb6c2b8263a,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,966a163f-6e10-411a-9afc-deea6a020e50,9b263e5f-9776-4c75-bc93-cec806cc4fdb,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-03-01,CHH,7048,SHE,XMN,,29,4,62,false,,2021-03-01T14:40,2021-03-01T15:40,,,,,,2021-03-01T19:08,Boeing 737-800,,,,,,,,ea057ef4-21c5-4282-9386-e0061dbf7390,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,9b263e5f-9776-4c75-bc93-cec806cc4fdb,4b0054f0-7183-4b80-bfa1-1f79ad79ffe5,,4f7a0cdc-f82f-4544-9e7b-f49a80b8463a
2021-03-01,CHH,7048,XMN,HAK,4,62,T1,,false,,2021-03-01T20:10,2021-03-01T20:18,,,,,2021-03-01T22:25,2021-03-01T22:11,Boeing 737-800,,,,,,,,ad1b67d9-e9ce-4f91-9fe7-450cb0353257,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,4b0054f0-7183-4b80-bfa1-1f79ad79ffe5,82f5f4eb-7462-4690-abbd-773293d26368,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-03-03,CHH,7117,HAK,CSX,1,26,2,,false,,2021-03-03T14:00,2021-03-03T14:00,,,,,,2021-03-03T15:46,Boeing 737-800,,,,,,,,a0a1321e-f1f8-46b8-8463-7bff884f501d,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,82f5f4eb-7462-4690-abbd-773293d26368,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-03-05,CGN,8338,CSX,XIY,2,41,2,,false,,2021-03-05T09:50,,,,,,,,Boeing 737-800,,,,,,,,1ea3ef0a-376b-4c78-a9be-de645b1ba569,bd619eaf-7b25-4999-a5a7-769180f00cd3,86baea5b-ada7-4048-b0f9-e647cf3e2e15,26f6fa01-7076-47ac-a5ed-2b6da02a177a,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
